title,ingredients,instructions
Biryani Variation 82,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 38,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 93,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 37,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 63,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 40,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 72,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 21,"chicken, butter, tomatoes, cream, spices, extra spice 5",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 90,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 88,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 34,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 3,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 87,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 16,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 39,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 93,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 85,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 78,"chicken, butter, tomatoes, cream, spices, extra spice 4",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 52,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 81,"chickpeas, onions, tomatoes, spices, extra spice 8","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 46,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 14,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 77,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 76,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 23,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 48,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 93,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 25,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 1,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 84,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 44,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 91,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 31,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 2,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 2,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 60,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 40,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 67,"chicken, butter, tomatoes, cream, spices, extra spice 1",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 100,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 44,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 18,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 9: Enjoy your meal.
Palak Paneer Variation 46,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 31,"chicken, butter, tomatoes, cream, spices, extra spice 4",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 21,"paneer, yogurt, spices, vegetables, extra spice 5",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 46,"chickpeas, onions, tomatoes, spices, extra spice 4","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 47,"rice, chicken, yogurt, spices, saffron, extra spice 7",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 55,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 19,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 52,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 33,"chickpeas, onions, tomatoes, spices, extra spice 4","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 54,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 9,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 56,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 79,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 92,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 21,"rice, chicken, yogurt, spices, saffron, extra spice 8",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 97,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 88,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 95,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 26,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 35,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 12,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 33,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 28,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 3,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 23,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 67,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 40,"chicken, butter, tomatoes, cream, spices, extra spice 1",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 64,"paneer, yogurt, spices, vegetables, extra spice 7",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 5,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 91,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 23,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 36,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 22,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 75,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 45,"rice, chicken, yogurt, spices, saffron, extra spice 8",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 28,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 77,"chicken, butter, tomatoes, cream, spices, extra spice 8",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
